frame,lip_Lx,lip_Ly,lip_Rx,lip_Ry,brow_Lx,brow_Ly,brow_Rx,brow_Ry,iris_Lx,iris_Ly,iris_Rx,iris_Ry,face0x,face0y,face1x,face1y,face2x,face2y,face3x,face3y,shoulderx,shouldery,kneex,kneey,neck_angle,waist_angle,knee_angle,question_no,TRUTH
349,0.4671752651532491,0.6238543325000339,0.5706881781419119,0.615745398733351,0.3854586839675903,0.36747959852218626,0.6309752702713013,0.3454374045133591,0.6254884451627731,0.4178409278392792,0.40592896193265915,0.43697549402713776,0.5188066259674404,0.3447914058747499,0.524379068896884,0.7359042025747753,0.348213525549058,0.5815764723285552,0.7012084482177612,0.5592667027827232,0.22593456506729126,0.3582782626152039,0.6027909517288208,0.5985050082206727,127.967671,104.982983,89.057429,0.0,1.0
350,0.46514498856332565,0.6239098707834879,0.5685983465777503,0.6164318588044908,0.3852709919214249,0.3666559875011444,0.6302689969539642,0.3445970594882965,0.6246945708990097,0.42144419252872467,0.40424177050590515,0.4396136924624443,0.5184046159619871,0.33158144225244934,0.5205937411103929,0.7380956524894351,0.34544768160389316,0.5857094112903841,0.7008577931311822,0.5623274185965138,0.23174896836280823,0.3029774606227875,0.648904025554657,0.6279916644096375,145.446723,105.288193,95.216258,0.0,1.0
351,0.4664546251296997,0.6285042067368826,0.5675314995977614,0.6213680075274574,0.3867829114198685,0.370564728975296,0.6300337314605713,0.3507090747356415,0.626041367650032,0.427564300596714,0.4065229743719101,0.44535088539123535,0.5184501759383989,0.33454540890196094,0.5203677486805689,0.7460543726171766,0.34574429065950457,0.5940050482749939,0.6996201747848142,0.5700177060019586,0.23138859868049622,0.26545451879501347,0.6961798071861267,0.6512429594993592,121.136417,106.526781,87.074463,0.0,1.0
352,0.46393678254551357,0.6305289235379961,0.5648837453789182,0.6232438253031837,0.3834021359682083,0.3732682079076767,0.6287512838840484,0.35426729917526245,0.6236628443002701,0.4306255951523781,0.40141046047210693,0.447213850915432,0.5158502342908279,0.33736859974653827,0.5189242618424552,0.7482571247078124,0.3420373066779106,0.5963928959062023,0.696579739932091,0.5735786124583213,0.24599406123161316,0.25749922096729283,0.7140951156616211,0.6399583697319031,121.896817,101.754593,79.70726,0.0,1.0
353,0.46140696936183506,0.6296053926150004,0.5623236298561096,0.6234949628512064,0.38305734395980834,0.37327914237976073,0.6283556520938873,0.3555611610412598,0.6218057721853256,0.43184154480695724,0.3992021381855011,0.44766562432050705,0.5148554288822671,0.3375946438830832,0.5158237786520095,0.7477263865016756,0.3391000724607898,0.5957672028772293,0.6935175464999291,0.5758110525146607,0.2598619759082794,0.25095479488372807,0.7277136594057083,0.6402027487754822,123.934956,98.803971,75.401004,0.0,1.0
354,0.45951618750890094,0.6299062172571818,0.5628191464477115,0.6238260467847189,0.3816429257392883,0.37441101372241975,0.628319376707077,0.35752874314785005,0.6203930675983429,0.4337518587708473,0.39758386462926865,0.44867749512195587,0.5133226215839386,0.339439966108488,0.5163261947177705,0.749232910928272,0.33824041581922965,0.5983991315287929,0.6924401012159163,0.5780853571430329,0.2678452581167221,0.2498362392187119,0.722474217414856,0.6269938826560975,129.695488,95.853172,71.716347,0.0,1.0
355,0.45875352289941573,0.6306915250089433,0.5620140896903144,0.6244797474808164,0.38086711764335635,0.3754083037376404,0.6282949328422547,0.3580836445093155,0.6201176047325134,0.4350440427660942,0.3970661014318466,0.44908734411001205,0.5129298360451409,0.34050014744634216,0.5155712096464067,0.7505799773193541,0.3363944840046667,0.5988442205613659,0.6926255283817169,0.5792812378175797,0.2689821273088455,0.24370350241661076,0.7169739156961441,0.6247775435447693,130.921596,95.551401,71.416317,0.0,1.0
356,0.4583522412512038,0.6308775842189789,0.5616943273279402,0.6246105200714536,0.3800407826900482,0.3749677211046219,0.6265068590641022,0.3578941076993942,0.6192125380039215,0.4348282366991043,0.3960260674357414,0.4491901621222496,0.5115229902060136,0.34061001953871356,0.5164564535731361,0.7498786775838762,0.3357674633302996,0.6000637931208457,0.691628533986307,0.5801097827572976,0.264721542596817,0.2456042051315308,0.7081543505191803,0.6226373791694642,132.214692,96.240041,72.90169,0.0,1.0
357,0.4581482145521376,0.6318015389972262,0.562942408853107,0.6262035899692111,0.38073729276657103,0.37445413172245023,0.626318359375,0.35804012715816497,0.620463952422142,0.43540381640195847,0.39649616181850433,0.44905200600624084,0.5118758341540461,0.3411885862765105,0.5170497241474333,0.7496876886912754,0.3365428861110441,0.5996229264043993,0.6926162733185676,0.5786870170024133,0.26017093658447266,0.250843095779419,0.7059560418128967,0.629103171825409,131.788654,97.89497,74.081298,0.0,1.0
358,0.4588245186540816,0.6302598781055875,0.5635310543908013,0.6243237853050232,0.38026961088180544,0.3719191521406174,0.6258019506931305,0.3559794187545776,0.6190279424190521,0.43303677439689636,0.3960723802447319,0.4471456930041313,0.5105973806070245,0.33821635920068494,0.515596330165863,0.7474116711389451,0.33470023255194387,0.5962624472956504,0.6911571237348741,0.5768423195808164,0.265957847237587,0.2463494569063187,0.7132657319307327,0.6252629041671753,133.185753,96.219428,77.351916,0.0,1.0
359,0.45883242620362175,0.6299444768163893,0.5617801149686178,0.6234632333119711,0.3801907151937485,0.3691490858793259,0.6248837590217591,0.35431660413742067,0.6190055310726166,0.432277649641037,0.3950551450252533,0.44456272572278976,0.5105458549831224,0.33494913837184076,0.5158669906003135,0.7469102030708676,0.3353540589732508,0.595074511343433,0.6900243778382579,0.5764111741896598,0.2679806798696518,0.24665688276290898,0.7142961174249649,0.6245513439178467,131.881755,95.729794,82.941938,0.0,1.0
360,0.458369900782903,0.631096276972029,0.5601295431454977,0.6244088212649027,0.37988497614860534,0.36834666728973386,0.6256176114082337,0.35348749756813047,0.6193173229694366,0.43115878105163574,0.3954700604081154,0.4440901428461075,0.5102471476015837,0.33408131158870197,0.515921406802677,0.7463742125601995,0.3359664207504642,0.5945814299967981,0.6898883811889156,0.5753805041313171,0.26304560899734497,0.24865907728672032,0.7093802690505981,0.6246527910232544,131.199608,96.751418,94.155557,0.0,1.0
